run_id,input_size_n,processes,runtime_with_communication_s,runtime_without_communication_s,speedup_with_communication,speedup_without_communication,efficiency_with_communication,efficiency_without_communication,source_summary
mpi-mini_sweep-N2-P1,2,1,0.4849481249693781,0.48467129201162606,1.0,1.0,1.0,1.0,results/mpi-mini_sweep-N2-P1/summary.json
mpi-mini_sweep-N2-P2,2,2,0.53744608303532,0.536736375070177,0.9023195819579695,0.9029969171518447,0.45115979097898473,0.45149845857592236,results/mpi-mini_sweep-N2-P2/summary.json
