run_id,rank,size,hostname,event_index,event,collective,root,blocking,duration_s,payload_count
mpi-ablation_particles24_dense-N12-P4,0,4,Phams-MacBook-Air.local,0,bcast_config,bcast,0,True,9.250000584870577e-05,
mpi-ablation_particles24_dense-N12-P4,0,4,Phams-MacBook-Air.local,1,bcast_run_id,bcast,0,True,3.5829143598675728e-06,
mpi-ablation_particles24_dense-N12-P4,0,4,Phams-MacBook-Air.local,2,bcast_assignment,bcast,0,True,1.529103610664606e-05,4
mpi-ablation_particles24_dense-N12-P4,0,4,Phams-MacBook-Air.local,3,scatter_tasks,scatter,0,True,2.3667002096772194e-05,3
mpi-ablation_particles24_dense-N12-P4,0,4,Phams-MacBook-Air.local,4,gather_results,gather,0,True,0.0013006660155951977,3
mpi-ablation_particles24_dense-N12-P4,0,4,Phams-MacBook-Air.local,5,gather_rank_timings,gather,0,True,2.4124979972839355e-05,1
mpi-ablation_particles24_dense-N12-P4,1,4,Phams-MacBook-Air.local,0,bcast_config,bcast,0,True,0.0003860840806737542,
mpi-ablation_particles24_dense-N12-P4,1,4,Phams-MacBook-Air.local,1,bcast_run_id,bcast,0,True,3.583962097764015e-06,
mpi-ablation_particles24_dense-N12-P4,1,4,Phams-MacBook-Air.local,2,bcast_assignment,bcast,0,True,3.00002284348011e-06,4
mpi-ablation_particles24_dense-N12-P4,1,4,Phams-MacBook-Air.local,3,scatter_tasks,scatter,0,True,2.0209001377224922e-05,3
mpi-ablation_particles24_dense-N12-P4,1,4,Phams-MacBook-Air.local,4,gather_results,gather,0,True,5.3458032198250294e-05,3
mpi-ablation_particles24_dense-N12-P4,1,4,Phams-MacBook-Air.local,5,gather_rank_timings,gather,0,True,6.332993507385254e-06,1
mpi-ablation_particles24_dense-N12-P4,2,4,Phams-MacBook-Air.local,0,bcast_config,bcast,0,True,0.00037579203490167856,
mpi-ablation_particles24_dense-N12-P4,2,4,Phams-MacBook-Air.local,1,bcast_run_id,bcast,0,True,3.2909447327256203e-06,
mpi-ablation_particles24_dense-N12-P4,2,4,Phams-MacBook-Air.local,2,bcast_assignment,bcast,0,True,1.1541997082531452e-05,4
mpi-ablation_particles24_dense-N12-P4,2,4,Phams-MacBook-Air.local,3,scatter_tasks,scatter,0,True,2.8333975933492184e-05,3
mpi-ablation_particles24_dense-N12-P4,2,4,Phams-MacBook-Air.local,4,gather_results,gather,0,True,0.00022200006060302258,3
mpi-ablation_particles24_dense-N12-P4,2,4,Phams-MacBook-Air.local,5,gather_rank_timings,gather,0,True,8.707982487976551e-06,1
mpi-ablation_particles24_dense-N12-P4,3,4,Phams-MacBook-Air.local,0,bcast_config,bcast,0,True,0.0003855830291286111,
mpi-ablation_particles24_dense-N12-P4,3,4,Phams-MacBook-Air.local,1,bcast_run_id,bcast,0,True,6.041955202817917e-06,
mpi-ablation_particles24_dense-N12-P4,3,4,Phams-MacBook-Air.local,2,bcast_assignment,bcast,0,True,2.7079368010163307e-06,4
mpi-ablation_particles24_dense-N12-P4,3,4,Phams-MacBook-Air.local,3,scatter_tasks,scatter,0,True,2.816703636199236e-05,3
mpi-ablation_particles24_dense-N12-P4,3,4,Phams-MacBook-Air.local,4,gather_results,gather,0,True,0.0009426670148968697,3
mpi-ablation_particles24_dense-N12-P4,3,4,Phams-MacBook-Air.local,5,gather_rank_timings,gather,0,True,6.500049494206905e-06,1
