run_id,rank,size,hostname,event_index,event,collective,root,blocking,duration_s,payload_count
mpi-final_macbook_air_2d-N412-P4,0,4,Phams-MacBook-Air.local,0,bcast_config,bcast,0,True,8.479203097522259e-05,
mpi-final_macbook_air_2d-N412-P4,0,4,Phams-MacBook-Air.local,1,bcast_run_id,bcast,0,True,3.4170225262641907e-06,
mpi-final_macbook_air_2d-N412-P4,0,4,Phams-MacBook-Air.local,2,bcast_assignment,bcast,0,True,1.2457952834665775e-05,4
mpi-final_macbook_air_2d-N412-P4,0,4,Phams-MacBook-Air.local,3,scatter_tasks,scatter,0,True,0.00016420800238847733,103
mpi-final_macbook_air_2d-N412-P4,0,4,Phams-MacBook-Air.local,4,gather_results,gather,0,True,0.03601379203610122,103
mpi-final_macbook_air_2d-N412-P4,0,4,Phams-MacBook-Air.local,5,gather_rank_timings,gather,0,True,7.487507537007332e-05,1
mpi-final_macbook_air_2d-N412-P4,1,4,Phams-MacBook-Air.local,0,bcast_config,bcast,0,True,0.0003732080804184079,
mpi-final_macbook_air_2d-N412-P4,1,4,Phams-MacBook-Air.local,1,bcast_run_id,bcast,0,True,3.5410048440098763e-06,
mpi-final_macbook_air_2d-N412-P4,1,4,Phams-MacBook-Air.local,2,bcast_assignment,bcast,0,True,8.00006091594696e-06,4
mpi-final_macbook_air_2d-N412-P4,1,4,Phams-MacBook-Air.local,3,scatter_tasks,scatter,0,True,0.00015645800158381462,103
mpi-final_macbook_air_2d-N412-P4,1,4,Phams-MacBook-Air.local,4,gather_results,gather,0,True,0.035382083035074174,103
mpi-final_macbook_air_2d-N412-P4,1,4,Phams-MacBook-Air.local,5,gather_rank_timings,gather,0,True,1.795799471437931e-05,1
mpi-final_macbook_air_2d-N412-P4,2,4,Phams-MacBook-Air.local,0,bcast_config,bcast,0,True,0.00036520801950246096,
mpi-final_macbook_air_2d-N412-P4,2,4,Phams-MacBook-Air.local,1,bcast_run_id,bcast,0,True,3.2919924706220627e-06,
mpi-final_macbook_air_2d-N412-P4,2,4,Phams-MacBook-Air.local,2,bcast_assignment,bcast,0,True,1.0915915481746197e-05,4
mpi-final_macbook_air_2d-N412-P4,2,4,Phams-MacBook-Air.local,3,scatter_tasks,scatter,0,True,0.00016679102554917336,103
mpi-final_macbook_air_2d-N412-P4,2,4,Phams-MacBook-Air.local,4,gather_results,gather,0,True,0.05367995798587799,103
mpi-final_macbook_air_2d-N412-P4,2,4,Phams-MacBook-Air.local,5,gather_rank_timings,gather,0,True,0.0005205419147387147,1
mpi-final_macbook_air_2d-N412-P4,3,4,Phams-MacBook-Air.local,0,bcast_config,bcast,0,True,0.00037520902696996927,
mpi-final_macbook_air_2d-N412-P4,3,4,Phams-MacBook-Air.local,1,bcast_run_id,bcast,0,True,2.583954483270645e-06,
mpi-final_macbook_air_2d-N412-P4,3,4,Phams-MacBook-Air.local,2,bcast_assignment,bcast,0,True,8.458038792014122e-06,4
mpi-final_macbook_air_2d-N412-P4,3,4,Phams-MacBook-Air.local,3,scatter_tasks,scatter,0,True,0.00016850000247359276,103
mpi-final_macbook_air_2d-N412-P4,3,4,Phams-MacBook-Air.local,4,gather_results,gather,0,True,0.029144834028556943,103
mpi-final_macbook_air_2d-N412-P4,3,4,Phams-MacBook-Air.local,5,gather_rank_timings,gather,0,True,1.4499993994832039e-05,1
