run_id,process_count,rank,local_index,task_id,mapping_rule
mpi-final_macbook_air_2d-N412-P4,4,0,19,76,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,1,19,77,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,2,19,78,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,3,19,79,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,0,20,80,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,1,20,81,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,2,20,82,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,3,20,83,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,0,21,84,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,1,21,85,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,2,21,86,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,3,21,87,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,0,22,88,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,1,22,89,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,2,22,90,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,3,22,91,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,0,23,92,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,1,23,93,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,2,23,94,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,3,23,95,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,0,24,96,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,1,24,97,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,2,24,98,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,3,24,99,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,0,25,100,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,1,25,101,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,2,25,102,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,3,25,103,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,0,26,104,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,1,26,105,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,2,26,106,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,3,26,107,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,0,27,108,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,1,27,109,task_id mod process_count
mpi-final_macbook_air_2d-N412-P4,4,2,27,110,task_id mod process_count
