run_id,rank,task_id,seed,num_particles,traj_len,opt_iters,runtime_s,best_cost,collision_fraction
serial-mini_sweep-N2,0,0,20260617,6,24,8,0.9266140839317814,0.009058685973286629,0.0
serial-mini_sweep-N2,0,1,20260618,6,24,8,0.009308416047133505,0.009140013717114925,0.0
