run_id,rank,size,hostname,num_tasks,compute_time_s,communication_time_s,total_time_s,best_cost
mpi-ablation_particles16_dense-N12-P4,0,4,Phams-MacBook-Air.local,3,1.0663774999557063,0.0029482479440048337,1.0693623330444098,0.0038339816965162754
mpi-ablation_particles16_dense-N12-P4,1,4,Phams-MacBook-Air.local,3,1.0690111250150949,0.0007855419535189867,1.069811041932553,0.0038417926989495754
mpi-ablation_particles16_dense-N12-P4,2,4,Phams-MacBook-Air.local,3,1.0671096249716356,0.0026299988385289907,1.0697541249683127,0.0039046481251716614
mpi-ablation_particles16_dense-N12-P4,3,4,Phams-MacBook-Air.local,3,1.0686912080273032,0.0011045821011066437,1.0698137920117006,0.004042095970362425
