run_id,rank,size,hostname,event_index,event,collective,root,blocking,duration_s,payload_count
mpi-ablation_particles8_dense-N12-P4,0,4,Phams-MacBook-Air.local,0,bcast_config,bcast,0,True,0.0002869169693440199,
mpi-ablation_particles8_dense-N12-P4,0,4,Phams-MacBook-Air.local,1,bcast_run_id,bcast,0,True,3.5410048440098763e-06,
mpi-ablation_particles8_dense-N12-P4,0,4,Phams-MacBook-Air.local,2,bcast_assignment,bcast,0,True,5.458015948534012e-06,4
mpi-ablation_particles8_dense-N12-P4,0,4,Phams-MacBook-Air.local,3,scatter_tasks,scatter,0,True,0.0003099170280620456,3
mpi-ablation_particles8_dense-N12-P4,0,4,Phams-MacBook-Air.local,4,gather_results,gather,0,True,0.001781666069291532,3
mpi-ablation_particles8_dense-N12-P4,0,4,Phams-MacBook-Air.local,5,gather_rank_timings,gather,0,True,2.645899076014757e-05,1
mpi-ablation_particles8_dense-N12-P4,1,4,Phams-MacBook-Air.local,0,bcast_config,bcast,0,True,0.0009390829363837838,
mpi-ablation_particles8_dense-N12-P4,1,4,Phams-MacBook-Air.local,1,bcast_run_id,bcast,0,True,4.082918167114258e-06,
mpi-ablation_particles8_dense-N12-P4,1,4,Phams-MacBook-Air.local,2,bcast_assignment,bcast,0,True,3.2499665394425392e-06,4
mpi-ablation_particles8_dense-N12-P4,1,4,Phams-MacBook-Air.local,3,scatter_tasks,scatter,0,True,0.0003059169976040721,3
mpi-ablation_particles8_dense-N12-P4,1,4,Phams-MacBook-Air.local,4,gather_results,gather,0,True,0.0012847499456256628,3
mpi-ablation_particles8_dense-N12-P4,1,4,Phams-MacBook-Air.local,5,gather_rank_timings,gather,0,True,6.6659413278102875e-06,1
mpi-ablation_particles8_dense-N12-P4,2,4,Phams-MacBook-Air.local,0,bcast_config,bcast,0,True,0.0009282079990953207,
mpi-ablation_particles8_dense-N12-P4,2,4,Phams-MacBook-Air.local,1,bcast_run_id,bcast,0,True,5.292007699608803e-06,
mpi-ablation_particles8_dense-N12-P4,2,4,Phams-MacBook-Air.local,2,bcast_assignment,bcast,0,True,5.042064003646374e-06,4
mpi-ablation_particles8_dense-N12-P4,2,4,Phams-MacBook-Air.local,3,scatter_tasks,scatter,0,True,0.0003141670022159815,3
mpi-ablation_particles8_dense-N12-P4,2,4,Phams-MacBook-Air.local,4,gather_results,gather,0,True,0.0006539580645039678,3
mpi-ablation_particles8_dense-N12-P4,2,4,Phams-MacBook-Air.local,5,gather_rank_timings,gather,0,True,8.416012860834599e-06,1
mpi-ablation_particles8_dense-N12-P4,3,4,Phams-MacBook-Air.local,0,bcast_config,bcast,0,True,0.000806458992883563,
mpi-ablation_particles8_dense-N12-P4,3,4,Phams-MacBook-Air.local,1,bcast_run_id,bcast,0,True,0.0001267909538000822,
mpi-ablation_particles8_dense-N12-P4,3,4,Phams-MacBook-Air.local,2,bcast_assignment,bcast,0,True,3.0829105526208878e-06,4
mpi-ablation_particles8_dense-N12-P4,3,4,Phams-MacBook-Air.local,3,scatter_tasks,scatter,0,True,0.00031233299523591995,3
mpi-ablation_particles8_dense-N12-P4,3,4,Phams-MacBook-Air.local,4,gather_results,gather,0,True,7.104105316102505e-05,3
mpi-ablation_particles8_dense-N12-P4,3,4,Phams-MacBook-Air.local,5,gather_rank_timings,gather,0,True,6.792019121348858e-06,1
